Overall Place,Gender Place,Division Place,Name,BIB,Team,Half,Finish Net,Finish Gun
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Place Overall,Place Gender,Place Overall,Name,,,,,
24568,10401,24568,"Slovenski, Phoebe","Team
–","Team
–","HALF
02:29:48","Finish Net
05:36:25","Finish Gun
05:44:26"
24571,10402,24571,"Thibault, Suzanne","Team
–","Team
–","HALF
02:31:42","Finish Net
05:36:27","Finish Gun
05:42:41"
24572,10403,24572,"Patten, Kristen","Team
–","Team
–","HALF
02:27:42","Finish Net
05:36:27","Finish Gun
05:41:20"
24574,10404,24574,"Christian, Kimberly","Team
–","Team
–","HALF
02:22:01","Finish Net
05:36:29","Finish Gun
05:48:23"
24575,10405,24575,"Doherty, Hannah","Team
–","Team
–","HALF
02:38:13","Finish Net
05:36:29","Finish Gun
05:37:40"
24576,10406,24576,"Billups, Tonisia","Team
–","Team
–","HALF
02:22:01","Finish Net
05:36:29","Finish Gun
05:48:24"
24578,10407,24578,"Folkert, Jacqueline","Team
–","Team
–","HALF
02:26:51","Finish Net
05:36:30","Finish Gun
05:45:13"
24582,10408,24582,"Ragon, Susan","Team
–","Team
–","HALF
02:32:37","Finish Net
05:36:31","Finish Gun
05:44:50"
24584,10409,24584,"Ouellette, Nicole","Team
–","Team
–","HALF
02:40:12","Finish Net
05:36:33","Finish Gun
05:41:08"
24585,10410,24585,"Rega, Jessica","Team
–","Team
–","HALF
02:35:09","Finish Net
05:36:37","Finish Gun
05:38:51"
24586,10411,24586,"Tran, Yen","Team
–","Team
–","HALF
02:37:42","Finish Net
05:36:38","Finish Gun
05:37:20"
24587,10412,24587,"French, Heather","Team
–","Team
–","HALF
02:31:21","Finish Net
05:36:39","Finish Gun
05:41:35"
24588,10413,24588,"Kearns, Melissa","Team
–","Team
–","HALF
02:28:30","Finish Net
05:36:40","Finish Gun
05:47:49"
24591,10414,24591,"Pontes, Rafaella","Team
–","Team
–","HALF
02:21:41","Finish Net
05:36:44","Finish Gun
05:37:39"
24593,10415,24593,"Valerin, Nazira","Team
–","Team
–","HALF
02:28:58","Finish Net
05:36:50","Finish Gun
05:42:31"
24595,10416,24595,"Royston, Jordan","Team
–","Team
–","HALF
02:30:16","Finish Net
05:36:54","Finish Gun
05:38:44"
24597,10417,24597,"Horlbogen, Emily","Team
–","Team
–","HALF
02:34:20","Finish Net
05:37:00","Finish Gun
05:48:39"
24599,10418,24599,"Stanbrook, Elizabeth","Team
–","Team
–","HALF
02:25:29","Finish Net
05:37:01","Finish Gun
05:40:08"
24600,10419,24600,"Vogel, Meghan","Team
–","Team
–","HALF
02:33:03","Finish Net
05:37:02","Finish Gun
05:37:10"
24601,10420,24601,"Zimmerman, Heather","Team
–","Team
–","HALF
02:30:10","Finish Net
05:37:03","Finish Gun
05:46:37"
24603,10421,24603,"Yu, Dorothy","Team
–","Team
–","HALF
02:41:12","Finish Net
05:37:11","Finish Gun
05:41:25"
24604,10422,24604,"Beaudoin, Kaleigh","Team
–","Team
–","HALF
02:38:11","Finish Net
05:37:11","Finish Gun
05:41:24"
24606,10423,24606,"Caligari, Monica","Team
–","Team
–","HALF
02:37:53","Finish Net
05:37:14","Finish Gun
05:47:29"
24608,10424,24608,"Chang, Yahui","Team
–","Team
–","HALF
02:28:55","Finish Net
05:37:18","Finish Gun
05:45:29"
24610,10425,24610,"Anglin, Tracey","Team
–","Team
–","HALF
02:36:43","Finish Net
05:37:18","Finish Gun
05:40:24"
24611,10426,24611,"Waisnor, Lauren","Team
–","Team
–","HALF
02:33:57","Finish Net
05:37:19","Finish Gun
05:39:43"
24612,10427,24612,"Barlow, Lindsey","Team
–","Team
–","HALF
02:28:38","Finish Net
05:37:20","Finish Gun
05:39:49"
24614,10428,24614,"Noga, Amy","Team
–","Team
–","HALF
02:36:08","Finish Net
05:37:22","Finish Gun
05:49:22"
24615,10429,24615,"Khosla, Anju","Team
–","Team
–","HALF
02:32:50","Finish Net
05:37:23","Finish Gun
05:41:12"
24619,10430,24619,"Law, Kim","Team
–","Team
–","HALF
02:18:02","Finish Net
05:37:27","Finish Gun
05:47:39"
24622,10431,24622,"Joyce, Jennifer","Team
–","Team
–","HALF
02:25:22","Finish Net
05:37:30","Finish Gun
05:49:00"
24623,10432,24623,"Gleason, Marilee","Team
–","Team
–","HALF
02:08:25","Finish Net
05:37:33","Finish Gun
05:48:34"
24624,10433,24624,"Mwanawasa, Mayamba","Team
–","Team
–","HALF
02:34:00","Finish Net
05:37:33","Finish Gun
05:43:00"
24625,10434,24625,"Beaney, Sara","Team
–","Team
–","HALF
02:09:51","Finish Net
05:37:35","Finish Gun
05:39:00"
24626,10435,24626,"Black, Jennifer","Team
–","Team
–","HALF
02:25:33","Finish Net
05:37:36","Finish Gun
05:43:53"
24627,10436,24627,"Brown, Leanne","Team
–","Team
–","HALF
02:36:05","Finish Net
05:37:38","Finish Gun
05:45:53"
24629,10437,24629,"Mckenzie, Zea","Team
–","Team
–","HALF
02:30:14","Finish Net
05:37:40","Finish Gun
05:49:35"
24631,10438,24631,"Smith, Patrice","Team
–","Team
–","HALF
02:22:43","Finish Net
05:37:42","Finish Gun
05:48:56"
24635,10439,24635,"Marasciulo, Lizz","Team
–","Team
–","HALF
02:46:33","Finish Net
05:37:57","Finish Gun
05:40:49"
24636,10440,24636,"Lacey, Karen","Team
–","Team
–","HALF
02:59:22","Finish Net
05:37:59","Finish Gun
05:48:32"
24637,10441,24637,"Fraser, Janet","Team
–","Team
–","HALF
02:33:46","Finish Net
05:38:00","Finish Gun
05:48:34"
24639,10442,24639,"Dhaen, Wendy","Team
–","Team
–","HALF
02:43:08","Finish Net
05:38:01","Finish Gun
05:42:25"
24641,10443,24641,"Wu, Carol","Team
–","Team
–","HALF
02:39:20","Finish Net
05:38:03","Finish Gun
05:39:16"
24643,10444,24643,"Maul, Kate","Team
Boston Athletic Association","Team
Boston Athletic Association","HALF
02:19:33","Finish Net
05:38:04","Finish Gun
05:38:59"
24644,10445,24644,"House, Mary Kathryn","Team
–","Team
–","HALF
02:24:26","Finish Net
05:38:04","Finish Gun
05:41:45"
24650,10446,24650,"St. Clair, Elizabeth","Team
–","Team
–","HALF
02:42:06","Finish Net
05:38:14","Finish Gun
05:47:52"
24653,10447,24653,"Flanagan, Meaghan","Team
–","Team
–","HALF
02:06:39","Finish Net
05:38:23","Finish Gun
05:44:24"
24655,10448,24655,"Day, Emily","Team
–","Team
–","HALF
02:30:49","Finish Net
05:38:27","Finish Gun
05:47:03"
24656,10449,24656,"Zhao, Iris","Team
–","Team
–","HALF
02:34:29","Finish Net
05:38:28","Finish Gun
05:44:55"
24657,10450,24657,"Fernandez, Vanessa","Team
–","Team
–","HALF
02:34:04","Finish Net
05:38:29","Finish Gun
05:45:57"
24660,10451,24660,"Azar-Tanguay, Jean","Team
–","Team
–","HALF
02:37:57","Finish Net
05:38:34","Finish Gun
05:39:51"
24662,10452,24662,"Lee, Jasmine","Team
–","Team
–","HALF
02:32:09","Finish Net
05:38:35","Finish Gun
05:40:47"
24664,10453,24664,"Wilkins, Mackenzie","Team
–","Team
–","HALF
02:32:39","Finish Net
05:38:38","Finish Gun
05:39:36"
24666,10454,24666,"Rotger, Amy","Team
–","Team
–","HALF
02:32:32","Finish Net
05:38:39","Finish Gun
05:50:26"
24667,10455,24667,"Porter, Margaret","Team
–","Team
–","HALF
02:44:07","Finish Net
05:38:40","Finish Gun
05:39:41"
24668,10456,24668,"Porter, Kathryn","Team
–","Team
–","HALF
02:44:08","Finish Net
05:38:41","Finish Gun
05:39:42"
24670,10457,24670,"Wytrykowska, Jolanta","Team
–","Team
–","HALF
02:40:03","Finish Net
05:38:42","Finish Gun
05:46:00"
24671,10458,24671,"Cizowski, Alison","Team
–","Team
–","HALF
02:37:26","Finish Net
05:38:43","Finish Gun
05:41:50"
24673,10459,24673,"Morrison, Alison","Team
–","Team
–","HALF
02:30:58","Finish Net
05:38:46","Finish Gun
05:46:20"
24674,10460,24674,"Rafferty, Jeanne","Team
–","Team
–","HALF
02:08:52","Finish Net
05:38:48","Finish Gun
05:48:13"
24676,10461,24676,"Logan, Patti","Team
–","Team
–","HALF
02:31:49","Finish Net
05:38:50","Finish Gun
05:43:13"
24677,10462,24677,"Kim, Eun","Team
–","Team
–","HALF
02:34:20","Finish Net
05:38:53","Finish Gun
05:48:52"
24680,10463,24680,"Day, Leda","Team
–","Team
–","HALF
02:15:03","Finish Net
05:38:58","Finish Gun
05:49:20"
24681,10464,24681,"Hart, Melissa","Team
–","Team
–","HALF
02:45:25","Finish Net
05:38:58","Finish Gun
05:40:55"
24682,10465,24682,"Berardi, Jacquelyn","Team
–","Team
–","HALF
02:36:51","Finish Net
05:38:59","Finish Gun
05:50:27"
24683,10466,24683,"Schmidt, Jean","Team
–","Team
–","HALF
02:26:58","Finish Net
05:38:59","Finish Gun
05:43:52"
24684,10467,24684,"Yao, Xiaoyan","Team
–","Team
–","HALF
02:28:26","Finish Net
05:39:00","Finish Gun
05:45:13"
24686,10468,24686,"Nezami, Mandy","Team
–","Team
–","HALF
02:38:24","Finish Net
05:39:01","Finish Gun
06:04:04"
24687,10469,24687,"Pitakpakorn, Jitranuch","Team
–","Team
–","HALF
02:34:54","Finish Net
05:39:02","Finish Gun
05:46:48"
24689,10470,24689,"Smith, Tracy","Team
–","Team
–","HALF
02:35:36","Finish Net
05:39:06","Finish Gun
05:49:09"
24691,10471,24691,"Steurer, Jennifer","Team
–","Team
–","HALF
02:08:59","Finish Net
05:39:07","Finish Gun
05:39:15"
24694,10472,24694,"Park, Chan Young","Team
–","Team
–","HALF
02:24:25","Finish Net
05:39:09","Finish Gun
05:47:51"
24695,10473,24695,"Lee, Soo Jin","Team
–","Team
–","HALF
02:24:26","Finish Net
05:39:09","Finish Gun
05:47:51"
24698,10474,24698,"Smith, Ashley","Team
–","Team
–","HALF
02:27:46","Finish Net
05:39:11","Finish Gun
05:40:43"
24702,10475,24702,"Mchugh, Jaime","Team
Winner's Circle Running Club","Team
Winner's Circle Running Club","HALF
02:30:04","Finish Net
05:39:15","Finish Gun
05:44:53"
24703,10476,24703,"Carter, Diana","Team
–","Team
–","HALF
02:32:56","Finish Net
05:39:15","Finish Gun
05:43:04"
24704,10477,24704,"Gundersen, Suzanne","Team
–","Team
–","HALF
02:34:44","Finish Net
05:39:17","Finish Gun
05:48:10"
24705,10478,24705,"Pagani, Annalisa","Team
–","Team
–","HALF
02:29:03","Finish Net
05:39:19","Finish Gun
05:46:16"
24707,10479,24707,"Abraham, Erin","Team
–","Team
–","HALF
02:38:32","Finish Net
05:39:22","Finish Gun
05:41:21"
24708,10480,24708,"Thomas, Kris","Team
–","Team
–","HALF
02:06:51","Finish Net
05:39:23","Finish Gun
05:49:16"
24709,10481,24709,"Berner, Mollie","Team
–","Team
–","HALF
02:31:42","Finish Net
05:39:24","Finish Gun
05:40:25"
24710,10482,24710,"Lavoie, Patricia","Team
Winner's Circle Running Club","Team
Winner's Circle Running Club","HALF
02:27:36","Finish Net
05:39:27","Finish Gun
05:43:22"
24711,10483,24711,"Barath, Rashni","Team
–","Team
–","HALF
02:26:35","Finish Net
05:39:28","Finish Gun
05:45:23"
24713,10484,24713,"Somogyi, Ava","Team
–","Team
–","HALF
02:27:52","Finish Net
05:39:29","Finish Gun
05:44:22"
24716,10485,24716,"Saksitthisereekul, Narumon","Team
–","Team
–","HALF
02:28:53","Finish Net
05:39:32","Finish Gun
05:50:12"
24717,10486,24717,"Dimartino, Devon","Team
–","Team
–","HALF
02:16:24","Finish Net
05:39:33","Finish Gun
05:39:57"
24718,10487,24718,"Thomson, Meggie","Team
–","Team
–","HALF
02:25:06","Finish Net
05:39:35","Finish Gun
05:40:18"
24719,10488,24719,"Drosky, Linda","Team
–","Team
–","HALF
02:27:07","Finish Net
05:39:35","Finish Gun
05:47:08"
24720,10489,24720,"Plaisant, Lisiane","Team
–","Team
–","HALF
02:43:09","Finish Net
05:39:37","Finish Gun
05:46:18"
24721,10490,24721,"Weiner, Jill","Team
–","Team
–","HALF
02:45:03","Finish Net
05:39:37","Finish Gun
05:51:39"
24723,10491,24723,"Magliozzi, Zelia","Team
–","Team
–","HALF
02:22:56","Finish Net
05:39:46","Finish Gun
05:47:09"
24724,10492,24724,"Hamilton, Amanda","Team
–","Team
–","HALF
02:38:50","Finish Net
05:39:48","Finish Gun
05:42:12"
24725,10493,24725,"Deangelis, Fran","Team
–","Team
–","HALF
02:31:19","Finish Net
05:39:49","Finish Gun
05:47:11"
24726,10494,24726,"Petrie, Layne","Team
–","Team
–","HALF
02:35:37","Finish Net
05:39:49","Finish Gun
05:40:42"
24727,10495,24727,"Searfoss, Jane","Team
–","Team
–","HALF
02:24:07","Finish Net
05:39:53","Finish Gun
05:40:36"
24730,10496,24730,"Ting, Sydney","Team
–","Team
–","HALF
02:39:33","Finish Net
05:39:58","Finish Gun
05:42:04"
24731,10497,24731,"May, Annabel","Team
–","Team
–","HALF
02:39:38","Finish Net
05:39:58","Finish Gun
05:42:05"
24733,10498,24733,"Kempisty, Elissa","Team
–","Team
–","HALF
02:38:52","Finish Net
05:40:01","Finish Gun
05:49:40"
24736,10499,24736,"Kuder, Lyndsay","Team
–","Team
–","HALF
02:44:14","Finish Net
05:40:04","Finish Gun
05:44:39"
24737,10500,24737,"Morris, Meredith","Team
–","Team
–","HALF
02:37:56","Finish Net
05:40:07","Finish Gun
05:49:49"
24738,10501,24738,"Milando, Kimberly","Team
–","Team
–","HALF
02:36:51","Finish Net
05:40:10","Finish Gun
05:41:23"
24739,10502,24739,"Milando, Lea","Team
–","Team
–","HALF
02:36:51","Finish Net
05:40:10","Finish Gun
05:41:23"
24742,10503,24742,"Shebert, Rachel","Team
–","Team
–","HALF
02:22:04","Finish Net
05:40:16","Finish Gun
05:49:05"
24743,10504,24743,"Roache, Molly","Team
–","Team
–","HALF
02:28:07","Finish Net
05:40:16","Finish Gun
05:41:56"
24744,10505,24744,"Van Riel, Helen","Team
–","Team
–","HALF
02:37:17","Finish Net
05:40:20","Finish Gun
05:42:54"
24746,10506,24746,"Lahiff, Oonagh","Team
–","Team
–","HALF
02:35:39","Finish Net
05:40:22","Finish Gun
05:49:52"
24747,10507,24747,"Ruehr, Mary","Team
–","Team
–","HALF
02:39:44","Finish Net
05:40:24","Finish Gun
05:48:36"
24748,10508,24748,"Meister, Linsey","Team
–","Team
–","HALF
02:33:24","Finish Net
05:40:24","Finish Gun
05:50:52"
24749,10509,24749,"Hariton, Anita","Team
–","Team
–","HALF
02:32:14","Finish Net
05:40:27","Finish Gun
05:46:27"
24751,10510,24751,"Bell, Kate","Team
–","Team
–","HALF
02:39:37","Finish Net
05:40:32","Finish Gun
05:40:54"
24755,10511,24755,"Yasui, Chikako","Team
–","Team
–","HALF
02:36:55","Finish Net
05:40:36","Finish Gun
05:45:46"
24757,10512,24757,"Gamache, Sarah","Team
–","Team
–","HALF
02:41:22","Finish Net
05:40:39","Finish Gun
05:41:09"
24761,10513,24761,"Hepp, Kathleen","Team
–","Team
–","HALF
02:38:07","Finish Net
05:40:48","Finish Gun
05:47:27"
24762,10514,24762,"Burgoyne, Jackie","Team
–","Team
–","HALF
02:38:08","Finish Net
05:40:49","Finish Gun
05:47:28"
24764,10515,24764,"Stacey, Laurie","Team
–","Team
–","HALF
02:54:38","Finish Net
05:40:51","Finish Gun
05:44:38"
24766,10516,24766,"Kay, Anna","Team
–","Team
–","HALF
02:31:51","Finish Net
05:40:52","Finish Gun
05:43:19"
24769,10517,24769,"Masciarelli, Alanna","Team
–","Team
–","HALF
02:42:35","Finish Net
05:40:57","Finish Gun
05:41:03"
24770,10518,24770,"Berry, Shana","Team
–","Team
–","HALF
02:36:52","Finish Net
05:41:01","Finish Gun
05:52:41"
24772,10519,24772,"Edwards, Jamicka","Team
–","Team
–","HALF
02:34:02","Finish Net
05:41:04","Finish Gun
05:47:31"
24774,10520,24774,"Sullivan, Georgia","Team
–","Team
–","HALF
02:42:31","Finish Net
05:41:14","Finish Gun
05:48:19"
24776,10521,24776,"Forsyth-Tuerck, Rachel","Team
–","Team
–","HALF
02:41:41","Finish Net
05:41:16","Finish Gun
05:42:32"
24780,10522,24780,"Mcclorey, Alma","Team
–","Team
–","HALF
02:45:49","Finish Net
05:41:23","Finish Gun
05:52:30"
24781,10523,24781,"Kerslake, Niamh","Team
–","Team
–","HALF
02:33:00","Finish Net
05:41:23","Finish Gun
05:52:42"
24783,10524,24783,"Witkov, Nicole","Team
–","Team
–","HALF
02:31:01","Finish Net
05:41:29","Finish Gun
05:44:24"
24784,10525,24784,"Shertenlieb, Mary","Team
–","Team
–","HALF
02:31:01","Finish Net
05:41:30","Finish Gun
05:44:25"
24786,10526,24786,"Leahy, Kate","Team
–","Team
–","HALF
02:41:17","Finish Net
05:41:31","Finish Gun
05:51:07"
24787,10527,24787,"Doyle, Madeline","Team
–","Team
–","HALF
02:44:14","Finish Net
05:41:34","Finish Gun
05:41:51"
24789,10528,24789,"Mcnally, Madison","Team
–","Team
–","HALF
02:35:03","Finish Net
05:41:38","Finish Gun
05:50:18"
24790,10529,24790,"Mendez, Yahaira","Team
–","Team
–","HALF
02:31:21","Finish Net
05:41:39","Finish Gun
05:53:42"
24794,10530,24794,"Carter, Lulu","Team
–","Team
–","HALF
02:42:29","Finish Net
05:41:44","Finish Gun
05:50:08"
24795,10531,24795,"Chlapowski, Tracey","Team
–","Team
–","HALF
02:40:48","Finish Net
05:41:47","Finish Gun
05:48:28"
24799,10532,24799,"Roque, Mollie","Team
–","Team
–","HALF
02:36:54","Finish Net
05:41:57","Finish Gun
05:47:49"
24800,10533,24800,"Chawla, Prianka","Team
–","Team
–","HALF
02:39:59","Finish Net
05:41:59","Finish Gun
05:48:34"
24803,10534,24803,"Lee, Kyungsook","Team
–","Team
–","HALF
02:35:46","Finish Net
05:42:04","Finish Gun
05:51:40"
24804,10535,24804,"Song, Min Sook","Team
–","Team
–","HALF
02:30:05","Finish Net
05:42:07","Finish Gun
05:51:58"
24805,10536,24805,"Fernandez Prieto, Maria Del Rosario","Team
–","Team
–","HALF
02:40:44","Finish Net
05:42:07","Finish Gun
05:53:10"
24806,10537,24806,"Madigan, Margaret","Team
–","Team
–","HALF
02:40:41","Finish Net
05:42:08","Finish Gun
05:43:57"
24807,10538,24807,"Riseberg, Lily","Team
–","Team
–","HALF
02:31:34","Finish Net
05:42:10","Finish Gun
05:46:31"
24808,10539,24808,"Chang, Zhe","Team
–","Team
–","HALF
02:37:50","Finish Net
05:42:12","Finish Gun
05:47:04"
24810,10540,24810,"Martinez Martinez, Magali","Team
–","Team
–","HALF
02:29:36","Finish Net
05:42:14","Finish Gun
05:47:09"
24811,10541,24811,"Lacy, Megan","Team
–","Team
–","HALF
02:30:03","Finish Net
05:42:15","Finish Gun
05:50:02"
24814,10542,24814,"Pesce, Megan","Team
–","Team
–","HALF
02:37:12","Finish Net
05:42:16","Finish Gun
05:45:45"
24815,10543,24815,"Li, Yuezhi","Team
–","Team
–","HALF
02:12:54","Finish Net
05:42:18","Finish Gun
05:52:40"
24816,10544,24816,"Moore, Nancy","Team
–","Team
–","HALF
02:28:24","Finish Net
05:42:21","Finish Gun
05:53:04"
24817,10545,24817,"Marsillo, Nancy","Team
Raritan Valley Road Runners","Team
Raritan Valley Road Runners","HALF
02:41:06","Finish Net
05:42:25","Finish Gun
05:44:40"
24818,10546,24818,"Harvey, Melanie","Team
–","Team
–","HALF
02:41:01","Finish Net
05:42:25","Finish Gun
05:49:47"
24822,10547,24822,"Maderia, Julia","Team
–","Team
–","HALF
02:42:33","Finish Net
05:42:30","Finish Gun
05:50:40"
24824,10548,24824,"Zwart, Kyra","Team
–","Team
–","HALF
02:44:48","Finish Net
05:42:37","Finish Gun
05:48:27"
24827,10549,24827,"Gordon, Amory","Team
–","Team
–","HALF
02:43:21","Finish Net
05:42:45","Finish Gun
05:45:01"
24828,10550,24828,"Feeley, Kristin","Team
–","Team
–","HALF
02:32:06","Finish Net
05:42:46","Finish Gun
05:45:10"
24829,10551,24829,"Ferrick, Olivia","Team
–","Team
–","HALF
02:38:22","Finish Net
05:42:48","Finish Gun
05:45:00"
24831,10552,24831,"Dow, Meg","Team
–","Team
–","HALF
02:35:06","Finish Net
05:42:53","Finish Gun
05:47:20"
24832,10553,24832,"Mclaughlin, Shannon","Team
–","Team
–","HALF
02:32:25","Finish Net
05:42:54","Finish Gun
05:50:56"
24837,10554,24837,"Chute O'Carroll, Liz","Team
–","Team
–","HALF
02:32:26","Finish Net
05:42:55","Finish Gun
06:17:59"
24838,10555,24838,"Mccluskey, Suzanne","Team
–","Team
–","HALF
02:41:33","Finish Net
05:43:01","Finish Gun
05:43:44"
24842,10556,24842,"Gagnon, Kimberly","Team
–","Team
–","HALF
02:37:00","Finish Net
05:43:07","Finish Gun
05:47:42"
24844,10557,24844,"Toxværd, Mette","Team
–","Team
–","HALF
02:27:11","Finish Net
05:43:12","Finish Gun
05:48:35"
24849,10558,24849,"Vignaly, Katherine","Team
–","Team
–","HALF
02:52:31","Finish Net
05:43:17","Finish Gun
05:43:22"
24850,10559,24850,"Brown, Anne","Team
–","Team
–","HALF
02:49:31","Finish Net
05:43:18","Finish Gun
05:44:30"
24854,10560,24854,"Lefleur, Beth","Team
–","Team
–","HALF
02:45:54","Finish Net
05:43:27","Finish Gun
05:43:47"
24855,10561,24855,"Goldberg, Ellen","Team
–","Team
–","HALF
02:41:00","Finish Net
05:43:29","Finish Gun
05:55:08"
24857,10562,24857,"Smigliani, Keanna","Team
–","Team
–","HALF
02:45:43","Finish Net
05:43:31","Finish Gun
05:51:28"
24858,10563,24858,"Sim, Claire","Team
–","Team
–","HALF
02:38:34","Finish Net
05:43:35","Finish Gun
05:51:32"
24859,10564,24859,"Schaefer, Norah","Team
–","Team
–","HALF
02:20:45","Finish Net
05:43:43","Finish Gun
05:45:00"
24863,10565,24863,"Ryan, Colleen","Team
–","Team
–","HALF
02:36:28","Finish Net
05:43:59","Finish Gun
05:53:19"
24868,10566,24868,"Napolitano, Janet","Team
–","Team
–","HALF
02:37:41","Finish Net
05:44:17","Finish Gun
05:54:46"
24869,10567,24869,"Schauer, Tamara","Team
–","Team
–","HALF
02:35:52","Finish Net
05:44:18","Finish Gun
05:54:17"
24871,10568,24871,"Großmann, Renate","Team
–","Team
–","HALF
02:35:53","Finish Net
05:44:18","Finish Gun
05:54:17"
